case_id,text,district_id,crime_subhead_id,date,case_status_id
2413,"Case 2413 (Crime No: 100010003202605214): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2026-02-26. District ID 1, Police Station ID 3. Case status ID: 4. Gravity ID: 1.",1,6,2026-02-26,4
2414,"Case 2414 (Crime No: 100070034202605924): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2026-01-12. District ID 7, Police Station ID 34. Case status ID: 4. Gravity ID: 2.",7,13,2026-01-12,4
2415,"Case 2415 (Crime No: 100060026202408901): Drug Peddling reported near Kalaburagi PS-3 jurisdiction. Registered on 2024-01-14. District ID 6, Police Station ID 26. Case status ID: 1. Gravity ID: 1.",6,11,2024-01-14,1
2416,"Case 2416 (Crime No: 100010001202506594): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-05-19. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 1.",1,9,2025-05-19,1
2417,"Case 2417 (Crime No: 100010002202610419): Dowry Harassment reported near Bengaluru PS-2 jurisdiction. Registered on 2026-01-27. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 1.",1,8,2026-01-27,3
2418,"Case 2418 (Crime No: 100020005202409709): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-06-08. District ID 2, Police Station ID 5. Case status ID: 3. Gravity ID: 1.",2,8,2024-06-08,3
2419,"Case 2419 (Crime No: 100060028202405065): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2024-12-15. District ID 6, Police Station ID 28. Case status ID: 1. Gravity ID: 2.",6,11,2024-12-15,1
2420,"Case 2420 (Crime No: 100010003202603244): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2026-04-03. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,6,2026-04-03,1
2421,"Case 2421 (Crime No: 100010003202507750): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-10-26. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 1.",1,9,2025-10-26,3
2422,"Case 2422 (Crime No: 100070034202408777): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2024-05-19. District ID 7, Police Station ID 34. Case status ID: 4. Gravity ID: 2.",7,13,2024-05-19,4
2423,"Case 2423 (Crime No: 100020005202406944): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-10-10. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2024-10-10,1
2424,"Case 2424 (Crime No: 100090041202611305): Grievous Hurt reported near Shivamogga PS-1 jurisdiction. Registered on 2026-01-16. District ID 9, Police Station ID 41. Case status ID: 2. Gravity ID: 1.",9,2,2026-01-16,2
2425,"Case 2425 (Crime No: 100040018202414767): Attempt to Murder reported near Belagavi PS-4 jurisdiction. Registered on 2024-03-21. District ID 4, Police Station ID 18. Case status ID: 1. Gravity ID: 1.",4,3,2024-03-21,1
2426,"Case 2426 (Crime No: 100050022202412186): Rioting reported near Hubballi-Dharwad PS-4 jurisdiction. Registered on 2024-12-15. District ID 5, Police Station ID 22. Case status ID: 1. Gravity ID: 1.",5,13,2024-12-15,1
2427,"Case 2427 (Crime No: 100030013202505746): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2025-02-02. District ID 3, Police Station ID 13. Case status ID: 1. Gravity ID: 2.",3,5,2025-02-02,1
2428,"Case 2428 (Crime No: 100050023202517191): Drug Peddling reported near Hubballi-Dharwad PS-5 jurisdiction. Registered on 2025-12-17. District ID 5, Police Station ID 23. Case status ID: 2. Gravity ID: 1.",5,11,2025-12-17,2
2429,"Case 2429 (Crime No: 100010002202402979): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2024-09-27. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 2.",1,9,2024-09-27,3
2430,"Case 2430 (Crime No: 100010004202500173): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2025-10-26. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 1.",1,6,2025-10-26,1
2431,"Case 2431 (Crime No: 100060028202509270): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-11-12. District ID 6, Police Station ID 28. Case status ID: 1. Gravity ID: 1.",6,11,2025-11-12,1
2432,"Case 2432 (Crime No: 100010001202500127): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-07-01. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,9,2025-07-01,1
2433,"Case 2433 (Crime No: 100020008202516256): Attempt to Murder reported near Mysuru PS-4 jurisdiction. Registered on 2025-10-07. District ID 2, Police Station ID 8. Case status ID: 3. Gravity ID: 1.",2,3,2025-10-07,3
2434,"Case 2434 (Crime No: 100020005202506885): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2025-12-09. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2025-12-09,1
2435,"Case 2435 (Crime No: 100060027202404308): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2024-06-17. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 1.",6,11,2024-06-17,2
2436,"Case 2436 (Crime No: 100090044202615434): Drug Possession reported near Shivamogga PS-4 jurisdiction. Registered on 2026-04-27. District ID 9, Police Station ID 44. Case status ID: 1. Gravity ID: 1.",9,12,2026-04-27,1
2437,"Case 2437 (Crime No: 100010004202515737): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2025-03-14. District ID 1, Police Station ID 4. Case status ID: 4. Gravity ID: 1.",1,9,2025-03-14,4
2438,"Case 2438 (Crime No: 100040016202511154): Grievous Hurt reported near Belagavi PS-2 jurisdiction. Registered on 2025-05-04. District ID 4, Police Station ID 16. Case status ID: 4. Gravity ID: 1.",4,2,2025-05-04,4
2439,"Case 2439 (Crime No: 100010001202413630): Grievous Hurt reported near Bengaluru PS-1 jurisdiction. Registered on 2024-05-22. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,2,2024-05-22,2
2440,"Case 2440 (Crime No: 100060024202411013): Assault on Woman reported near Kalaburagi PS-1 jurisdiction. Registered on 2024-10-24. District ID 6, Police Station ID 24. Case status ID: 1. Gravity ID: 1.",6,7,2024-10-24,1
2441,"Case 2441 (Crime No: 100020007202512034): Chain Snatching reported near Mysuru PS-3 jurisdiction. Registered on 2025-07-27. District ID 2, Police Station ID 7. Case status ID: 1. Gravity ID: 1.",2,6,2025-07-27,1
2442,"Case 2442 (Crime No: 100020008202407702): Dowry Harassment reported near Mysuru PS-4 jurisdiction. Registered on 2024-08-16. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,8,2024-08-16,1
2443,"Case 2443 (Crime No: 100010004202407086): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2024-07-16. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 2.",1,9,2024-07-16,1
2444,"Case 2444 (Crime No: 100090044202414967): Chain Snatching reported near Shivamogga PS-4 jurisdiction. Registered on 2024-08-26. District ID 9, Police Station ID 44. Case status ID: 2. Gravity ID: 1.",9,6,2024-08-26,2
2445,"Case 2445 (Crime No: 100070030202505698): Rioting reported near Ballari PS-1 jurisdiction. Registered on 2025-09-07. District ID 7, Police Station ID 30. Case status ID: 4. Gravity ID: 2.",7,13,2025-09-07,4
2446,"Case 2446 (Crime No: 100030011202615061): Murder reported near Mangaluru PS-3 jurisdiction. Registered on 2026-02-12. District ID 3, Police Station ID 11. Case status ID: 4. Gravity ID: 1.",3,1,2026-02-12,4
2447,"Case 2447 (Crime No: 100080035202613494): Rioting reported near Tumakuru PS-1 jurisdiction. Registered on 2026-02-01. District ID 8, Police Station ID 35. Case status ID: 2. Gravity ID: 1.",8,13,2026-02-01,2
2448,"Case 2448 (Crime No: 100010002202406330): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2024-08-09. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 1.",1,6,2024-08-09,2
2449,"Case 2449 (Crime No: 100010001202605562): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2026-02-12. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,9,2026-02-12,1
2450,"Case 2450 (Crime No: 100080040202411495): Phishing / Identity Theft reported near Tumakuru PS-6 jurisdiction. Registered on 2024-11-27. District ID 8, Police Station ID 40. Case status ID: 3. Gravity ID: 1.",8,10,2024-11-27,3
2451,"Case 2451 (Crime No: 100010001202408147): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2024-12-20. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 2.",1,9,2024-12-20,3
2452,"Case 2452 (Crime No: 100070031202508372): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2025-06-09. District ID 7, Police Station ID 31. Case status ID: 2. Gravity ID: 2.",7,13,2025-06-09,2
2453,"Case 2453 (Crime No: 100060029202404254): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2024-04-13. District ID 6, Police Station ID 29. Case status ID: 3. Gravity ID: 2.",6,11,2024-04-13,3
2454,"Case 2454 (Crime No: 100010003202402350): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-05-07. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,6,2024-05-07,1
2455,"Case 2455 (Crime No: 100010003202416321): Public Nuisance reported near Bengaluru PS-3 jurisdiction. Registered on 2024-11-16. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 2.",1,14,2024-11-16,2
2456,"Case 2456 (Crime No: 100050022202417972): House Burglary reported near Hubballi-Dharwad PS-4 jurisdiction. Registered on 2024-05-20. District ID 5, Police Station ID 22. Case status ID: 1. Gravity ID: 1.",5,4,2024-05-20,1
2457,"Case 2457 (Crime No: 100010003202403703): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-12-19. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,6,2024-12-19,1
2458,"Case 2458 (Crime No: 100060029202414673): House Burglary reported near Kalaburagi PS-6 jurisdiction. Registered on 2024-12-08. District ID 6, Police Station ID 29. Case status ID: 4. Gravity ID: 1.",6,4,2024-12-08,4
2459,"Case 2459 (Crime No: 100010001202410882): House Burglary reported near Bengaluru PS-1 jurisdiction. Registered on 2024-01-20. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,4,2024-01-20,2
2460,"Case 2460 (Crime No: 100010002202500643): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-05-14. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 2.",1,9,2025-05-14,1
2461,"Case 2461 (Crime No: 100010001202508556): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-03-18. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,9,2025-03-18,2
2462,"Case 2462 (Crime No: 100030014202601030): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2026-03-26. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 1.",3,5,2026-03-26,1
2463,"Case 2463 (Crime No: 100030014202513810): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2025-11-09. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 1.",3,5,2025-11-09,1
2464,"Case 2464 (Crime No: 100030011202502490): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2025-09-22. District ID 3, Police Station ID 11. Case status ID: 1. Gravity ID: 2.",3,5,2025-09-22,1
2465,"Case 2465 (Crime No: 100010001202506333): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-01-11. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 1.",1,6,2025-01-11,1
2466,"Case 2466 (Crime No: 100020005202505380): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2025-01-30. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2025-01-30,1
2467,"Case 2467 (Crime No: 100070031202500962): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2025-02-06. District ID 7, Police Station ID 31. Case status ID: 3. Gravity ID: 1.",7,13,2025-02-06,3
2468,"Case 2468 (Crime No: 100030014202500240): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2025-05-01. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 2.",3,5,2025-05-01,1
2469,"Case 2469 (Crime No: 100020005202404916): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-10-06. District ID 2, Police Station ID 5. Case status ID: 2. Gravity ID: 1.",2,8,2024-10-06,2
2470,"Case 2470 (Crime No: 100010002202607262): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2026-03-13. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,9,2026-03-13,2
2471,"Case 2471 (Crime No: 100010002202501271): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-11-25. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 1.",1,9,2025-11-25,1
2472,"Case 2472 (Crime No: 100060024202511769): Phishing / Identity Theft reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-11-07. District ID 6, Police Station ID 24. Case status ID: 2. Gravity ID: 1.",6,10,2025-11-07,2
2473,"Case 2473 (Crime No: 100060028202508803): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-02-14. District ID 6, Police Station ID 28. Case status ID: 1. Gravity ID: 1.",6,11,2025-02-14,1
2474,"Case 2474 (Crime No: 100030013202404972): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2024-05-24. District ID 3, Police Station ID 13. Case status ID: 3. Gravity ID: 1.",3,5,2024-05-24,3
2475,"Case 2475 (Crime No: 100010002202500159): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-09-29. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 1.",1,9,2025-09-29,3
2476,"Case 2476 (Crime No: 100050023202614462): Chain Snatching reported near Hubballi-Dharwad PS-5 jurisdiction. Registered on 2026-05-04. District ID 5, Police Station ID 23. Case status ID: 1. Gravity ID: 1.",5,6,2026-05-04,1
2477,"Case 2477 (Crime No: 100010001202412381): Public Nuisance reported near Bengaluru PS-1 jurisdiction. Registered on 2024-08-28. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,14,2024-08-28,2
2478,"Case 2478 (Crime No: 100030014202600064): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2026-04-19. District ID 3, Police Station ID 14. Case status ID: 2. Gravity ID: 1.",3,5,2026-04-19,2
2479,"Case 2479 (Crime No: 100050021202616244): Vehicle Theft reported near Hubballi-Dharwad PS-3 jurisdiction. Registered on 2026-05-31. District ID 5, Police Station ID 21. Case status ID: 2. Gravity ID: 2.",5,5,2026-05-31,2
2480,"Case 2480 (Crime No: 100050020202615847): Attempt to Murder reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2026-05-26. District ID 5, Police Station ID 20. Case status ID: 1. Gravity ID: 1.",5,3,2026-05-26,1
2481,"Case 2481 (Crime No: 100050019202415552): Phishing / Identity Theft reported near Hubballi-Dharwad PS-1 jurisdiction. Registered on 2024-03-17. District ID 5, Police Station ID 19. Case status ID: 2. Gravity ID: 1.",5,10,2024-03-17,2
2482,"Case 2482 (Crime No: 100060025202509589): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-12-27. District ID 6, Police Station ID 25. Case status ID: 1. Gravity ID: 2.",6,11,2025-12-27,1
2483,"Case 2483 (Crime No: 100060025202500353): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-07-05. District ID 6, Police Station ID 25. Case status ID: 3. Gravity ID: 2.",6,11,2025-07-05,3
2484,"Case 2484 (Crime No: 100070032202617720): Assault on Woman reported near Ballari PS-3 jurisdiction. Registered on 2026-02-12. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 1.",7,7,2026-02-12,1
2485,"Case 2485 (Crime No: 100020006202413515): Assault on Woman reported near Mysuru PS-2 jurisdiction. Registered on 2024-04-25. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,7,2024-04-25,1
2486,"Case 2486 (Crime No: 100010001202402602): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2024-08-02. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2024-08-02,1
2487,"Case 2487 (Crime No: 100060027202512481): Grievous Hurt reported near Kalaburagi PS-4 jurisdiction. Registered on 2025-08-11. District ID 6, Police Station ID 27. Case status ID: 1. Gravity ID: 1.",6,2,2025-08-11,1
2488,"Case 2488 (Crime No: 100030010202507209): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2025-02-20. District ID 3, Police Station ID 10. Case status ID: 1. Gravity ID: 2.",3,5,2025-02-20,1
2489,"Case 2489 (Crime No: 100020007202408808): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2024-01-14. District ID 2, Police Station ID 7. Case status ID: 2. Gravity ID: 1.",2,8,2024-01-14,2
2490,"Case 2490 (Crime No: 100070030202412914): Vehicle Theft reported near Ballari PS-1 jurisdiction. Registered on 2024-12-02. District ID 7, Police Station ID 30. Case status ID: 1. Gravity ID: 2.",7,5,2024-12-02,1
2491,"Case 2491 (Crime No: 100010002202406866): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2024-07-31. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 1.",1,6,2024-07-31,2
